138,115,99,52,38,31,16,14,14
143,113,92,210,182,155,30,24,28
31,27,36,72,88,124,158,159,163
40,21,14,83,40,21,174,143,120
121,91,78,219,191,174,24,29,30
84,107,142,168,181,198,41,41,52
159,146,139,23,20,21,59,58,63
33,36,47,216,201,186,140,117,110
131,128,131,86,65,42,176,155,127
84,62,46,253,253,253,0,0,0
154,117,100,111,70,54,44,16,18
227,210,218,159,33,35,33,26,43
79,66,86,23,22,48,200,167,153
57,37,42,157,162,180,214,198,197
89,59,55,27,23,24,172,152,147
160,156,165,25,19,29,73,88,121
206,195,196,85,62,58,239,245,251
11,8,12,112,85,86,6,10,31
187,135,100,198,199,200,88,54,35
215,180,152,108,96,91,49,50,57
25,16,12,93,54,31,189,160,136
221,206,169,46,38,47,187,141,78
145,118,100,233,225,221,53,37,31
73,65,59,181,158,131,15,18,38
114,34,30,168,163,172,24,28,45
22,24,41,124,75,105,213,212,229
0,0,1,4,4,15,121,86,82
171,116,100,48,77,102,37,27,31
9,9,7,70,75,87,18,16,13
139,129,125,98,86,79,55,49,47
130,56,49,233,192,161,199,151,118
10,11,25,70,64,69,148,129,127
94,95,98,131,163,202,57,50,47
102,139,232,28,24,33,219,184,143
29,27,29,110,75,56,184,180,169
85,31,21,133,110,93,44,54,71
7,6,10,180,139,134,56,39,46
28,23,29,111,68,80,202,191,194
76,62,74,4,4,4,14,11,12
153,108,74,197,176,135,61,45,35
192,168,149,19,16,19,87,67,80
180,141,139,20,17,90,53,55,102
121,100,95,80,58,59,156,148,150
0,0,0,0,0,0,40,39,48
34,26,31,0,0,2,135,124,121
69,122,183,37,34,39,215,195,185
94,64,60,20,18,21,187,151,138
127,62,45,22,30,52,184,173,172
116,69,52,28,27,35,189,165,141
71,95,140,151,150,158,67,48,41
114,97,96,189,183,181,28,22,31
217,196,189,178,121,84,28,49,83
8,10,24,3,3,10,113,80,70
17,15,20,69,74,102,140,146,161
0,0,0,0,0,0,67,62,76
83,78,61,150,145,135,23,24,35
166,87,94,56,29,32,220,212,203
102,114,186,46,42,42,194,198,230
159,108,112,37,27,36,204,190,197
119,121,116,58,61,66,200,213,211
181,180,176,19,21,30,72,77,83
144,124,104,78,39,19,186,183,178
34,37,43,188,162,144,142,114,96
25,33,45,156,140,145,60,78,119
154,123,120,202,173,167,93,46,35
160,120,112,203,195,195,46,38,43
148,156,182,76,103,155,53,49,65
76,24,23,138,94,80,161,138,123
151,107,72,183,178,170,41,43,49
179,181,200,104,120,165,74,57,54
138,131,137,12,15,19,42,37,34
188,176,183,94,74,80,228,229,238
176,115,77,96,124,159,34,41,65
155,114,76,185,175,178,23,20,21
126,113,115,62,50,49,19,17,19
71,51,60,197,205,212,173,167,173
89,84,80,17,16,20,211,214,212
144,139,127,64,63,69,21,22,37
160,108,84,27,16,12,57,42,33
20,6,7,133,68,54,74,7,12
66,56,57,215,194,184,127,124,128
193,177,167,40,31,30,149,104,75
20,17,19,170,134,53,68,42,25
11,15,36,197,142,148,59,49,61
23,21,42,148,144,146,21,16,23
26,23,36,112,122,147,59,72,103
11,10,7,130,97,78,45,37,30
56,61,82,213,201,196,164,95,81
81,107,169,124,117,110,34,32,36
30,33,38,192,170,142,67,62,63
30,22,25,78,83,102,14,14,17
225,217,216,21,15,18,130,92,63
16,16,22,126,100,84,46,54,67
86,62,71,0,0,2,1,0,17
22,13,10,168,134,128,61,43,35
63,54,45,199,173,160,105,149,191
46,45,55,104,52,26,146,140,137
193,191,192,98,173,222,91,56,47
66,38,65,237,241,252,217,215,226
